id,Medicine Name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class,Condition,User,Date,Rating,Content,reference,food_interactions__001,food_interactions__002,food_interactions__003,food_interactions__004,food_interactions__005,food_interactions__006,food_interactions__007,food_interactions__008,Substitute
,Amlodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,Sam,23-Jan-17,3,"""Have been taking Amlodipine for 4 days now. After first day felt fine, second day had a panic attack on the train to work, shook me to the core and haven't felt right since. Fluttering heartbeat, feeling nervous and anxious for no reason, feeling like I'm not totally in my body or in the moment. Woke up at 4am and had a mild panic attack and couldn't sleep for another hour. Ringing in ears and tingling fingers and toes. Taking this with perindopril combi 5mg, have NEVER had any adverse reaction to previous blood pressure medication. I'm so scared to keep taking this medication, thought I was imagining things until I researched and found many, many others similar and worse reactions. Have scheduled doctor appointment to change meds. I'm 20&F""",,,,,,,,,,"Losartan, Atenolol"
,Atorvastatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Cholesterol,anon...,26-Mar-09,2,"Lipitor (atorvastatin)""Reduced my overall cholesterol from 288 to 126 in one month.

However, I now seem to have a lot of various pains throughout my body.   Feet, back, etc.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obsessive Compulsive Disorder,Gordon,20-Feb-24,10,"Zoloft (sertraline)""I had taken Prozac and Lexapro separately as a middle-aged male and had horrible urine retention where I had to stop taking both. My last hope was Zoloft and I have been taking it for 1 month and the urine retention was not as bad and eventually I overcame it. The beautiful thing about Zoloft is it has less side effects as well for me than other SSRIs. It's been almost seamless as far as it working well with my system. After one month, it's caused my ruminations to decrease at least roughly by sixty percent. I never thought this was possible because my ruminations had gotten so bad I could no longer function. Anyone that is thinking of using this drug, just give it a chance. It is true you need at least 4 to 8 weeks to see the benefits.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Paula...,20-Feb-22,1,"""Horrible side effects for me. I had no idea this drug could affect lungs, if I'd known I would never have taken it as I have had breathing problems in the past. I had a mild UTI, and was prescribed 3 day course (2 tablets per day). Shortness of breath and discomfort in lungs happened almost immediately, and was very distressing. My ventolin inhaler made almost no difference - I almost went to A and E. I was also extremely lethargic, palpitations, and tingling/numb hands. Then mood swings, weird angry outbursts followed by nearly a whole day of crying!! Absolutely horrible, but so glad I looked up this drug and realised what was happening. No UTI any more but a huge price to pay for that!!""",,,,,,,,,,Ciprofloxacin
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,patri...,6-Jun-10,No rating available,"Prozac (fluoxetine)""After reading a few of your responses of Prozac, I thought I would add mine. As a 46 year old male that has most likely expereinced dysthymia and OCD for his life, prozac is starting to help. It's been 10 days and its kind of hard to describe, but its just an overall feeling of levelness that I have not felt for a long time.
I would also like to tell you that obsess about the good of these medicines and not the bad, try to get that out of your head. I became so obsessed with a not so good reaction to Wellbutrin that I didn't want to try anything else. Talk to your Doctor as there is help out there. Prozac for me so far is okay, nothing terrible in side effects, other then not sleeping to well.""",,,,,,,,,,
,Levothyroxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hypothyroidism, After Thyroid Removal",DannyRS,13-Dec-10,8,"Levothroid (levothyroxine)""I have used Levothroid and Synthroid.  I am currently on Levothroid.  It does okay, I have been able to maintain a normal life although I have bad joint pain now after 18 years of use.  I have more memory problems now than I did before especially names.  And I have lost bone height.  I am over an inch shorter now than I was before.  I am only 52 and had my thyroid removed due to cancer 18 years ago.""",,,,,,,,,,Liothyronine
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,knbar...,26-Jul-16,8,"Macrobid (nitrofurantoin)""This drug is fine for me. It makes me feel foggy, tired and just out of sorts for a few hours but i can still function. The headaches are the worst part. I'm on day 4 so I'm sticking it out!""",,,,,,,,,,Ciprofloxacin
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premenstrual Dysphoric Disorder,ricea...,27-Apr-21,9,"""I was diagnosed with PMDD a few months ago, but it's something I've struggled with for most of my life. I've taken zoloft before and it made me feel so nauseous and like a zombie. I thought prozac was going to do the same thing but it didn't at all. The first few weeks of taking it there were some mild side effects, like headache, fatigue, insomnia. I've been on it for about 7 weeks now and I have no more side effects. I take 20MG of Prozac for my general anxiety every day but need 40mg of Prozac for about 4 or 5 days a month to manage my PMDD symptoms. I feel so great, I never thought I would get here. It feels like a miracle, truly. I do notice the 40mg makes me a bit manic when I'm experiencing PMDD symptoms. I would way rather have mania than this crippling anxiety/depression. But for those 4-5days I'm way less inhibited which is not necessarily the greatest thing for every situation (mainly when I'm at work). But overall I'm very happy since I've started taking it. I feel so free.""",,,,,,,,,,
,Ciprofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kidney Infections,Lilli,2-Nov-19,10,"""Had cystitis for one month - 2 different sets of antibiotics did not work - few days later woke with bad cystitis fever chills, pain, dizzy sick- had a kidney infection! Put on cipro  for 7 days twice a day - on day 6 now think infection gone but still have some back pain. Cipro makes me very tired and weak and also a bit not with it - woozy. I have been drinking fresh ginger in hot water 3 times a day - helps nausea and also gets my fluid intake up - it really helps - I think cipro is good and seems to be only thing that helps me with cystitis.  Drs won’t prescribe as first line or second line - now my GP decided to test me to see why I get cystitis so often. I have to persevere with this cipro now but body is weak and tired from prolonged infection.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Anxiety Disorder,Trish,19-Oct-19,10,"Zoloft (sertraline)""3 months into Zoloft. Started on 50mg. Every weird feeling side effect that you can imagine - i had it. I felt very high first few days which was fun. But also paranoid from the light, tingles etc but it was fine. Stuck it out and love it now. I've had to go up to 75mg because on the third month now I have began to get side effect feelings again but mild ones. 2 days ago Doctor said 50mg is a low dose I need higher. Been a bit hyperactive and wide awake till all hours but it will settle in a couple days. 
I'm calmer, happier, less obsessed with thinking etc""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postpartum Depression,Luna,21-Oct-21,10,"Zoloft (sertraline)""I was terrified to start this medication, but I knew I needed it. It took me a few months to muster up the courage to take the first pill. After I had my baby I had intense anxiety, intrusive thoughts, depression and rage. Everything would annoy me so, so much. I lived like this for months and it was ruining my relationship with my husband. I called my doctor and said I needed help I didn’t feel like myself. I am on 25 mg and it took 2 months for me to feel the full effects... I was doubtful it would work at first. So glad I feel like myself again, I want to cry with happiness because I haven’t felt like this in so long. Please, if you are suffering don’t be afraid to try this medication. I believe it saved me and my marriage.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Reald...,11-Mar-10,10,"Lexapro (escitalopram)""I've been on Lexapro for about 2 weeks now. My mom and dad are going through a horrible divorce and I plunged into a deep depression. I hardly ever speak with my mom now and I distanced myself from friends/family. I stopped hanging out and I felt like I was in complete isolation. My doctor suggested that I try Lexapro for 6 months to a year. This is a life saver. I started feeling better within the first week of taking it. I'm starting to feel like my old self once again. I was warned by my doctor that it almost always causes fatigue (which it did) but that was easily solved by taking it before bed. The only other side effect I'm experiencing is loss of appetite. I love this medicine and would recommend it to others!""",,,,,,,,,,
,Rizatriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine,Anonymous,12-Feb-12,No rating available,"Maxalt (rizatriptan)""I don't normally take anything because I don't like to depend on medication.  I used Maxalt 10mg (sample) for the first time- I think the combination of eating and taking this helped to mitigate the onset of a migraine.  It did make me have to pee alot- which i have to watch because I get dehyrated easily which causes a significant drop in my blood pressure.  Will try Maxalt again and monitor any other side effects.  As long as the only side effect is a couple of extra trips to the bathroom I will definitely keep this.  I only take a daily dose of 400mg of magnesium oxide.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post Traumatic Stress Disorder,MDASS,5-Oct-14,5,"Zoloft (sertraline)""I started taking it after my husband passed away; he had a cardiac problem and I tried to unsuccessfully help him.  I did call the emergency services, they tried but were unable to help him.  After that I could not get thoughts about the incident out of my mind and I lost in excess of 50lbs the next month.  I was given Zoloft by my doctor which did interrupt my 'panic', however I only took the medicine for less than one month as I couldn't think properly.  I rely on my mind, my thoughts to process how I relate to the 'world' - I decided that being sad about the situation was appropriate and a normal response.  In the eighteen years since then I have not needed medication for depression - other things yes, but not mood disorders.  Thank you.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot FlashesOff-label,lavt,28-Sep-11,9,"Prozac (fluoxetine)""I was told for years Prozac would be great for me. When my doctor told me about Prozac for my hot flashes I signed on ASAP. I was hoping for a double whamie. Yes, they took care of the hot flashes rather quickly and the happiness side a bit later. I am on 10mg and would like to get a larger dosage. Next conversation with the doctor. TRY IT.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,Daisy...,10-Nov-16,2,"""Extreme anxiety and feelings of fear following 50 mg dose of sertraline, taken for 5 days only.  I stopped due to persistent nausea, retching and diarrhoea,  leaving me unable to eat or function. Now on Prozac which has less severe gastric effects""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Losartan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,Jerry,5-Mar-18,9,"""I've been taking this drug  for about three years and it works well on me compared to Lisinopril. That drug made my blood pressure  fluctuate to much.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post Traumatic Stress Disorder,Tosegue,12-Mar-15,9,"Zoloft (sertraline)""I have been taking Zoloft since September 2014, I was diagnosed with PTSD and started on 50mg and during the first month I had a slight reduction in my anxiety and general mood, but the flashbacks continued. My dose was increased to 100mg and I felt better with mild anxiety and no emotions, I can be happy but not sad, Anxiety continued and some flashbacks, my doctor increased my dose to 150mg and I have been well for the last couple of months until last week when a combination of work and family issues pushed me over the edge once again, I had weekly psychologist visits for the first two months, Started today on 200mg daily.
I think zoloft works very well for me but my Trauma plays out in my dreams most nights,""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Wande...,20-Mar-14,9,"Zoloft (sertraline)""Zoloft. You made me REALIZE, I've been locked out of HEAVEN for too long (I've been dancing and cleaning on this Bruno Mars song all morning). That's how I feel on my medication!
I'm on day 4 of 50 mg and I'm supposed to increase it to 100mg after 10 days.
I have been having side effects since the first day such as shaking, abdominal pain, insomnia but nothing too major compared too what the ""Beast"" (yes! I call my anxiety the beast hehe) had me endure before. So I really don't mind those side effects because I know what's ahead of me is going to be spectacular. I've never had so much faith in my life before, at least not that I remember.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Anonymous,15-Nov-21,9,"Lexapro (escitalopram)""Lexapro gave me back my quality of life. I was a beyond anxious nursing student with social anxiety who felt like I was deteriorating from the inside out. I cried multiple times a week and started isolating myself from friends as I was so fearful of the unknown. I always felt against taking medication but then gave in and can't imagine going back to how my life was before it. I am so much happier, sillier, and calm. I still have spouts of anxiety and obsessing, but I can more easily move past it and keep going, which I could never do before as it would literally consume me. The lexapro took about 10-12 weeks to fully work but I am so happy I waited it out. I also had no side effects except for vivid dreams. If you are thinking about it, do it! I think you'll be very happy with the results. Thanks lexapro for helping me find my confidence and overall self again.""",,,,,,,,,,
